id	context	predictions	aggregatedPredictions	category
56	Following is the third and final set of responses from Kai Wright, the author of ''Drifting Toward Love: Black, Brown, Gay and Coming of Age on the Streets of New York'' (Beacon Press, January 2008), who is responding to readers' questions about gay youth in New York City, the challenges they face and the future lesbian, gay, bisexual and transgender community they are creating.We are no longer accepting questions for this feature.	[[0.264,0.556,0.157,0.013,0.011]]	[0.264,0.556,0.157,0.013,0.011]	negative
57	The rough edges may be gone at the Lesbian, Gay, Bisexual and Transgender Community Center in Manhattan, but disco balls will remain.	[[0.123,0.501,0.281,0.071,0.025]]	[0.123,0.501,0.281,0.071,0.025]	negative
58	Former North Dakota Gov. Allen Olson said Tuesday he "probably" considered lesbian, gay, bisexual and transgender people when he crafted a nondiscrimination policy for state employees 34 years ago.	[[0.234,0.584,0.148,0.019,0.016]]	[0.234,0.584,0.148,0.019,0.016]	negative
59	Government health advisers have concerns about lifting the nation's 31-year-old ban on blood donations from gay and bisexual men, despite growing pressure from gay rights advocates, medical experts and blood banks.	[[0.185,0.617,0.163,0.021,0.013]]	[0.185,0.617,0.163,0.021,0.013]	negative
60	In Vermont, a lawyer who represents gay, lesbian, transgender or bisexual people affected by domestic violence marries a talent agent.	[[0.112,0.613,0.189,0.068,0.018]]	[0.112,0.613,0.189,0.068,0.018]	negative
61	Mumbai's lesbian, gay, bisexual and transgender citizens will soon be able to drive private taxis in the city, in a sign of the increasing acceptance of the marginalised community in India's commercial capital.	[[0.086,0.551,0.291,0.058,0.014]]	[0.086,0.551,0.291,0.058,0.014]	negative
62	An increasingly popular tax credit program includes more than 100 religious-based institutions that prohibit gay, lesbian or bisexual students to attend.	[[0.205,0.503,0.158,0.088,0.045]]	[0.205,0.503,0.158,0.088,0.045]	negative
63	As the country's Supreme Court backtracks on gay, lesbian, bisexual and transgender rights, activism will make all the difference.	[[0.111,0.538,0.276,0.061,0.015]]	[0.111,0.538,0.276,0.061,0.015]	negative
64	The nation's three-decade-old ban on blood donations from gay and bisexual men was formally lifted Monday, but major restrictions will continue to limit who can give blood.	[[0.154,0.592,0.209,0.03,0.015]]	[0.154,0.592,0.209,0.03,0.015]	negative
65	Hundreds of supporters of lesbian, gay bisexual and transgender rights protested Sunday against a new Mississippi law they call discriminatory, saying they're not giving up their fight.	[[0.169,0.615,0.19,0.015,0.011]]	[0.169,0.615,0.19,0.015,0.011]	negative
66	Shouts of "Shame, shame, shame," erupted in the U.S. House of Representatives on Thursday as Republican lawmakers narrowly defeated legislation to protect the civil rights of lesbian, gay, bisexual and transgender employees of government contractors.	[[0.5,0.37,0.107,0.008,0.014]]	[0.5,0.37,0.107,0.008,0.014]	very negative
67	Glitter bombing is the latest act of political theater from the lesbian, gay, bisexual and transgender rights movement.	[[0.091,0.504,0.325,0.061,0.019]]	[0.091,0.504,0.325,0.061,0.019]	negative
68	Bruce Springsteen, Pearl Jam, Ringo Starr and other artists plan to skip North Carolina performances as part of a musicians' boycott over a new law that limits protections to lesbian, gay, bisexual and transgender people, but several stars at Sunday's American Country Countdown Awards said they plan to stand by their fans.	[[0.406,0.486,0.093,0.005,0.01]]	[0.406,0.486,0.093,0.005,0.01]	negative
69	The San Francisco metro area has the highest percentage of people who identify as gay, lesbian, bisexual or transgender — but not the largest number.	[[0.12,0.688,0.17,0.016,0.006]]	[0.12,0.688,0.17,0.016,0.006]	negative
70	Officials from organizations representing lesbian, gay, bisexual and transgender Catholics requested a meeting with Pope Francis, saying that their members have felt a resurgence of hope for full acceptance in the church.	[[0.166,0.66,0.157,0.01,0.007]]	[0.166,0.66,0.157,0.01,0.007]	negative
71	The sudden advent of America's first openly bisexual governor may provide a chance to ease the awkwardness and broaden understanding of the bi community.	[[0.044,0.209,0.279,0.392,0.076]]	[0.044,0.209,0.279,0.392,0.076]	positive
72	The city's first openly gay councilman is offering his support to youth who are struggling with being lesbian, gay, bisexual or transgender.	[[0.078,0.435,0.307,0.149,0.031]]	[0.078,0.435,0.307,0.149,0.031]	negative
73	A federal judge ordered the military to stop enforcing the “don’t ask, don’t tell” policy that prohibits openly gay and bisexual soldiers from serving.	[[0.145,0.571,0.208,0.053,0.023]]	[0.145,0.571,0.208,0.053,0.023]	negative
74	The co-owner of Pulse, the Orlando gay nightclub that became the scene of the worst mass shooting in U.S. history on Sunday, founded the club to honor her brother who died of AIDS and to support the lesbian, gay, bisexual and transgender community.	[[0.645,0.292,0.051,0.002,0.011]]	[0.645,0.292,0.051,0.002,0.011]	very negative
75	Faith leaders have overwhelmingly expressed grief over the loss of life in Orlando but it has been less common for religious conservatives to note that the gunman specifically targeted lesbian, gay, bisexual and transgender people.	[[0.12,0.595,0.244,0.03,0.011]]	[0.12,0.595,0.244,0.03,0.011]	negative
76	The Los Angeles Dodgers will host their first lesbian, gay, bisexual and transgender night on Sept. 27.	[[0.059,0.356,0.358,0.194,0.032]]	[0.059,0.356,0.358,0.194,0.032]	neutral
77	Days after the closing of the Sochi Winter Olympics, a gay sports organisation's plan to hold Russia's first open Lesbian, Gay, Bisexual and Transgender athletic competition was under threat from bureaucratic barriers it said stemmed from discrimination.	[[0.103,0.478,0.301,0.096,0.024]]	[0.103,0.478,0.301,0.096,0.024]	negative
78	Gay pride parades held around the nation Sunday drew huge crowds of gay, lesbian, bisexual and transgender people and their supporters who celebrated after a year of numerous same-sex marriage victories.	[[0.106,0.597,0.225,0.054,0.018]]	[0.106,0.597,0.225,0.054,0.018]	negative
79	Gay, lesbian, bisexual and transgender people are the targets of unchecked violence and discrimination in Jamaica, frequently refused housing or employment in the Caribbean country typically described as the region's most hostile to LGBT citizens, a leading human rights group says in a report released Tuesday.	[[0.599,0.298,0.09,0.003,0.009]]	[0.599,0.298,0.09,0.003,0.009]	very negative
80	The New York Cycle Club, the Five Borough Bicycle Club and Fast and Fab, a lesbian, gay, bisexual and transgender bike club, are some of those that lead outings and other events year round.	[[0.305,0.554,0.119,0.012,0.01]]	[0.305,0.554,0.119,0.012,0.01]	negative
81	She's also the mother of two gay sons and one of the faces in a new advertising campaign aimed at softening religious opposition in the Deep South to equal rights for people who are lesbian, gay, bisexual or transgender.	[[0.031,0.131,0.376,0.398,0.063]]	[0.031,0.131,0.376,0.398,0.063]	positive
82	The new cases among gay and bisexual men in New York have been confirmed, health officials said, in an apparent revival of an outbreak that killed seven men in the city from 2010 to 2013.	[[0.15,0.67,0.155,0.017,0.009]]	[0.15,0.67,0.155,0.017,0.009]	negative
83	The chief minister of the Indian beach state of Goa on Tuesday slammed plans by his youth affairs minister to set up treatment centers for young lesbians, gays, bisexuals and transgender people(LGBT), a move that had enraged activists.	[[0.214,0.605,0.161,0.012,0.009]]	[0.214,0.605,0.161,0.012,0.009]	negative
84	Following is the second set of responses from Kai Wright, the author of "Drifting Toward Love: Black, Brown, Gay and Coming of Age on the Streets of New York" (Beacon Press, January 2008), who is responding to readers' questions about gay youth in New York City, the challenges they face and the future lesbian, gay, bisexual and transgender community they are creating.	[[0.232,0.56,0.173,0.021,0.015]]	[0.232,0.56,0.173,0.021,0.015]	negative
85	The Minnesota Vikings will suspend special teams coordinator Mike Priefer without pay for three games this season and donate $100,000 to lesbian, gay, bisexual and transgender rights groups, in response to former punter Chris Kluwe's allegations of anti-gay slurs and taunts made by Priefer.	[[0.286,0.557,0.128,0.017,0.012]]	[0.286,0.557,0.128,0.017,0.012]	negative
86	The Indianapolis-based organization joined Indiana Competes, a coalition of business working to persuade Indiana lawmakers to protect the rights of lesbian, gay, bisexual and transgender people.	[[0.169,0.659,0.14,0.02,0.012]]	[0.169,0.659,0.14,0.02,0.012]	negative
87	Starting in the spring, gay and bisexual men will have to wait one year before they may donate blood.	[[0.111,0.615,0.198,0.057,0.019]]	[0.111,0.615,0.198,0.057,0.019]	negative
88	In the days following the slayings of 49 people at a gay nightclub, members of the lesbian, gay, bisexual and transgender (LGBT) community pulled together in prayer vigils and benefit drag shows and basked in a broad showing of support many said they had never experienced.	[[0.152,0.578,0.222,0.038,0.011]]	[0.152,0.578,0.222,0.038,0.011]	negative
89	Gay and bisexual teen boys use illicit steroids at a rate almost six times higher than do straight kids, a "dramatic disparity" that points up a need to reach out to this group, researchers say.	[[0.082,0.533,0.298,0.071,0.015]]	[0.082,0.533,0.298,0.071,0.015]	negative
90	Los Angeles Lesbian, Gay, Bisexual and Transgender Centre welcomes Bruce Jenner's transition to Caitlyn at a crucial time.	[[0.238,0.462,0.092,0.113,0.095]]	[0.238,0.462,0.092,0.113,0.095]	negative
91	Thousands marched along Istanbul's most popular pedestrian walkway on Sunday, demanding better treatment and equal rights for lesbian, gay, bisexual and transgender individuals and communities.	[[0.151,0.53,0.218,0.068,0.033]]	[0.151,0.53,0.218,0.068,0.033]	negative
92	A group of researchers at Northwestern University is reporting that men who identify themselves as bisexual are indeed sexually aroused by both women and men.	[[0.111,0.625,0.191,0.056,0.017]]	[0.111,0.625,0.191,0.056,0.017]	negative
93	A Senate vote shows support for fair treatment of gay, bisexual and transgender workers.	[[0.098,0.517,0.259,0.099,0.027]]	[0.098,0.517,0.259,0.099,0.027]	negative
94	A rabbi who is the spiritual leader at Colby College marries the communications associate of Keshet, a Boston-based advocacy group for gay, lesbian, bisexual and transgender Jews.	[[0.133,0.598,0.205,0.045,0.019]]	[0.133,0.598,0.205,0.045,0.019]	negative
95	Three out of every 10 gay or bisexual men in several cities in the U.S. South have been diagnosed with the AIDS virus, three times the national rate, according to a study about how common HIV infections are in metro areas.	[[0.324,0.552,0.103,0.01,0.012]]	[0.324,0.552,0.103,0.01,0.012]	negative
96	Ohio State University has changed its mind and will allow its mascot to march in an upcoming parade celebrating Lesbian, Gay, Bisexual and Transgender Pride Month.	[[0.132,0.589,0.201,0.054,0.024]]	[0.132,0.589,0.201,0.054,0.024]	negative
97	An annual study by GLAAD has found that Hollywood studios continue to lag in producing films representing gay, lesbian, bisexual and transgender people, despite a slight improvement over the last year.	[[0.139,0.54,0.212,0.079,0.03]]	[0.139,0.54,0.212,0.079,0.03]	negative
98	The organization Glaad found that 4 percent of regular characters scheduled to appear on prime-time broadcasts identified as gay, lesbian or bisexual.	[[0.123,0.6,0.212,0.048,0.017]]	[0.123,0.6,0.212,0.048,0.017]	negative
99	Lucky Severson examines how churches should respond to young people who are openly lesbian, gay, bisexual or transgender.	[[0.049,0.317,0.422,0.182,0.03]]	[0.049,0.317,0.422,0.182,0.03]	neutral
100	The Defense Department and the president have yet to complete the steps needed to allow those who are openly gay or bisexual to serve in the military.	[[0.064,0.481,0.368,0.073,0.014]]	[0.064,0.481,0.368,0.073,0.014]	negative
101	U.S. companies took to social media on Wednesday to denounce new laws enacted by southern states that target the lesbian, gay, bisexual and transgender (LGBT) community.	[[0.091,0.544,0.296,0.053,0.016]]	[0.091,0.544,0.296,0.053,0.016]	negative
102	While the whole country is talking about the North Carolina law that limits protections for gay, lesbian, bisexual and transgender people, a new survey shows one group that largely refuses to discuss it: the lawmakers who passed it.	[[0.105,0.603,0.241,0.042,0.009]]	[0.105,0.603,0.241,0.042,0.009]	negative
103	MWW said it would acquire and absorb the Macias Media Group in Los Angeles, which focuses on lesbian, gay, bisexual and transgender consumers.	[[0.082,0.421,0.327,0.133,0.036]]	[0.082,0.421,0.327,0.133,0.036]	negative
104	Both men work in organizations that help the lesbian, gay, bisexual and transgender community.	[[0.038,0.285,0.491,0.164,0.021]]	[0.038,0.285,0.491,0.164,0.021]	neutral
105	Hornets co-owner Felix Sabates has blasted the NBA&#8217;s decision to move the 2017 All Star Game out of Charlotte, North Carolina due to its objections to a state law decried as discriminatory against the lesbian, gay, bisexual and transgender community.	[[0.331,0.555,0.095,0.007,0.012]]	[0.331,0.555,0.095,0.007,0.012]	negative
106	1:03 p.m. | Updated An organization that will ask people around the world to help secure rights for those who are gay, lesbian, bisexual and transgender is giving a sneak peek at its efforts.	[[0.139,0.538,0.181,0.098,0.044]]	[0.139,0.538,0.181,0.098,0.044]	negative
107	Iowa boards overseeing doctors and psychologists considered Friday whether to adopt a policy that would ban state-licensed professionals from counseling gay, lesbian, bisexual or transgender children to change their sexual orientation in a practice known as conversion therapy.	[[0.223,0.599,0.13,0.028,0.021]]	[0.223,0.599,0.13,0.028,0.021]	negative
108	Some N.Y.U. students have complained to the university's Lesbian, Gay, Bisexual, Transgender and Queer Student Center, said John Beckman, a university spokesman.	[[0.283,0.553,0.139,0.014,0.011]]	[0.283,0.553,0.139,0.014,0.011]	negative
109	A former U.S. poet laureate, winners of the National Book Award and Pulitzer Prize, and best-selling authors including John Grisham are among 95 Mississippi authors urging state officials to repeal a law that will let workers cite religious beliefs to deny services to lesbian, gay, bisexual or transgender people.	[[0.43,0.44,0.088,0.016,0.027]]	[0.43,0.44,0.088,0.016,0.027]	negative
110	Kansas will no longer ban discrimination against gays, lesbians, bisexuals and the transgendered in hiring and employment in much of state government because of an action announced Tuesday by Republican Gov. Sam Brownback.	[[0.269,0.539,0.161,0.017,0.013]]	[0.269,0.539,0.161,0.017,0.013]	negative
111	Growing acceptance and legalization of same-sex marriages in the United States and around the globe will fuel the travel and hospitality industries and boost spending by lesbian, gay, bisexual and transgender consumers, experts say.7	[[0.236,0.627,0.103,0.019,0.015]]	[0.236,0.627,0.103,0.019,0.015]	negative
112	Tens of thousands of people converged Saturday on Indianapolis for an annual parade celebrating the lesbian-gay-bisexual-transgender community only months after a stinging debate over Indiana's new religious objections law.	[[0.162,0.653,0.145,0.025,0.015]]	[0.162,0.653,0.145,0.025,0.015]	negative
113	About half of gay and bisexual black men will be diagnosed with the AIDS virus in their lifetime, according to new government estimates.	[[0.118,0.568,0.293,0.015,0.006]]	[0.118,0.568,0.293,0.015,0.006]	negative
114	In a study released on Wednesday, the Gay and Lesbian Alliance Against Defamation said that the number of gay, lesbian, bisexual and transgender characters on television had reached a new high in the new season.	[[0.112,0.737,0.114,0.029,0.007]]	[0.112,0.737,0.114,0.029,0.007]	negative
115	The World Bank has appointed its first adviser tasked with promoting the lesbian, gay, bisexual, transgender and intersex (LGBTI) issues in its development work.	[[0.153,0.65,0.159,0.027,0.011]]	[0.153,0.65,0.159,0.027,0.011]	negative
116	U.S. Ambassador Samantha Power and U.N. envoys from 16 other countries visited the Stonewall Inn which helped spark the modern gay rights movement and vowed to step up their fight for the rights of lesbians, gays, bisexual and transgender people around the world.	[[0.313,0.564,0.097,0.011,0.015]]	[0.313,0.564,0.097,0.011,0.015]	negative
117	A look at some of the films at this annual festival celebrating movies with lesbian, gay, bisexual and transgender material.	[[0.093,0.558,0.287,0.049,0.012]]	[0.093,0.558,0.287,0.049,0.012]	negative
