id	context	predictions	aggregatedPredictions	category
11	An Internal Revenue Service decision that was hailed as a step toward equality for same-sex couples has become a headache for tens of thousands of gay and lesbian families in California.	[[0.31,0.547,0.111,0.015,0.017]]	[0.31,0.547,0.111,0.015,0.017]	negative
12	Congress voted to allow open military service by gay, lesbian and bisexual Americans, but the law banning their service is still in effect.	[[0.081,0.482,0.358,0.063,0.016]]	[0.081,0.482,0.358,0.063,0.016]	negative
13	A new generation of activists takes up the campaign for equal rights for gay and lesbian people.	[[0.024,0.133,0.277,0.507,0.059]]	[0.024,0.133,0.277,0.507,0.059]	positive
14	The fight for equality for gays and lesbians advances on two fronts, including movement toward needed legislation on employment rights.	[[0.209,0.61,0.158,0.017,0.007]]	[0.209,0.61,0.158,0.017,0.007]	negative
15	Lesbian, gay, bisexual and transgender rights activists said Tuesday they have been invited to meet with President Barack Obama on the sidelines of this week's Group of 20 summit in Russia.	[[0.265,0.604,0.115,0.007,0.01]]	[0.265,0.604,0.115,0.007,0.01]	negative
16	Todd Haynes' 1950s lesbian romance "Carol" dominated the New York Film Critics Circle Awards, taking best film and a leading four awards overall.	[[0.009,0.012,0.063,0.492,0.424]]	[0.009,0.012,0.063,0.492,0.424]	positive
17	Other films have depicted this particular black alternative life (as did a couple of memorable characters in HBO's masterly series ''The Wire''), but no film made by a black lesbian about being a black lesbian has ever received the kind of attention showered on Ms. Rees's film.	[[0.114,0.538,0.286,0.046,0.016]]	[0.114,0.538,0.286,0.046,0.016]	negative
18	Liz Cheney's sudden exit from her Wyoming Senate race brought a surprise end to a high-profile campaign that touched off a bitter fight within the Republican Party as well as a public spat with her lesbian sister over gay marriage.	[[0.11,0.547,0.236,0.08,0.027]]	[0.11,0.547,0.236,0.08,0.027]	negative
19	Self-possessed, gender-defying women who favor piercings and tattoos, and run in her butch-lesbian-bondage crowd in Los Angeles.	[[0.011,0.021,0.039,0.689,0.24]]	[0.011,0.021,0.039,0.689,0.24]	positive
20	In the season that starts in September, however, a gay character will join "The Good Wife," a lesbian character will join "Rules of Engagement" and a gay character will appear in the new sitcom "$#*!	[[0.2,0.558,0.22,0.016,0.006]]	[0.2,0.558,0.22,0.016,0.006]	negative
21	At 12:01 a.m. Tuesday, 1st Lt. Josh Seefried, who founded an undercover group of 4,000 gay, lesbian, bisexual and transgender active-duty service members, dropped his pseudonym.	[[0.179,0.667,0.128,0.016,0.01]]	[0.179,0.667,0.128,0.016,0.01]	negative
22	While finding that Americans narrowly favor allowing gay and lesbian couples to legally marry, a new Associated Press-GfK poll also shows most believe wedding-related businesses should be allowed to deny service to same-sex couples for religious reasons.	[[0.19,0.6,0.189,0.016,0.006]]	[0.19,0.6,0.189,0.016,0.006]	negative
23	A percentage of the film's profits will be donated to the Trevor Project, a nationwide crisis and suicide prevention help line for lesbian, gay, bisexual, transgender and questioning youth.	[[0.178,0.58,0.174,0.046,0.022]]	[0.178,0.58,0.174,0.046,0.022]	negative
24	The new Viceland cable channel that launches next month will have series with actress Ellen Page exploring gay and lesbian life around the world, actor Michael K. Williams telling about black market economies and celebrity chef Eddie Huang illustrating stories about politics, culture and food.	[[0.125,0.525,0.189,0.117,0.043]]	[0.125,0.525,0.189,0.117,0.043]	negative
25	Musician Ringo Starr said on Wednesday he was canceling a performance planned for June in Cary, North Carolina, in protest of a state law decried as discriminatory against the lesbian, gay, bisexual and transgender community.	[[0.241,0.591,0.145,0.011,0.012]]	[0.241,0.591,0.145,0.011,0.012]	negative
26	Dave Pallone, who was part of Chicago history when he umpired the first night game at Wrigley Field, is returning to Chicago to take part in another chapter of American sports history: His inclusion in the inaugural class of what organizers say is the first-of-its-kind National Gay &amp; Lesbian Sports Hall of Fame.	[[0.023,0.062,0.125,0.605,0.184]]	[0.023,0.062,0.125,0.605,0.184]	positive
27	The rough edges may be gone at the Lesbian, Gay, Bisexual and Transgender Community Center in Manhattan, but disco balls will remain.	[[0.123,0.501,0.281,0.071,0.025]]	[0.123,0.501,0.281,0.071,0.025]	negative
28	When Colombia's Constitutional Court ruled that Veronica Botero could adopt her lesbian partner's two children, the couple were ecstatic because their six-year legal battle seemed to be over.	[[0.129,0.62,0.225,0.018,0.008]]	[0.129,0.62,0.225,0.018,0.008]	negative
29	A retired Mennonite pastor from Pennsylvania who lost his credentials after officiating at his gay son's wedding says he hopes the church will someday be more accepting of gays and lesbians.	[[0.242,0.58,0.147,0.016,0.015]]	[0.242,0.58,0.147,0.016,0.015]	negative
30	Gay and lesbian individuals are less prepared financially for retirement than their straight counterparts, according to an exclusive analysis by The Associated Press-NORC Center for Public Affairs Research.	[[0.233,0.639,0.112,0.008,0.007]]	[0.233,0.639,0.112,0.008,0.007]	negative
31	Rivers at Rehoboth is a merger of two congregations that bring the traditions of an African-American ministry to the gay and lesbian community.	[[0.126,0.555,0.199,0.086,0.034]]	[0.126,0.555,0.199,0.086,0.034]	negative
32	Pride House is believed to be the first such house for gay and lesbian athletes and their friends and families.	[[0.026,0.049,0.094,0.532,0.299]]	[0.026,0.049,0.094,0.532,0.299]	positive
33	Mumbai's lesbian, gay, bisexual and transgender citizens will soon be able to drive private taxis in the city, in a sign of the increasing acceptance of the marginalised community in India's commercial capital.	[[0.086,0.551,0.291,0.058,0.014]]	[0.086,0.551,0.291,0.058,0.014]	negative
34	After Cardinal Timothy M. Dolan urged the church to reach out to gay men and lesbians, a Long Island man said he had been relieved of his parish duties because he wed his boyfriend.	[[0.205,0.592,0.164,0.021,0.017]]	[0.205,0.592,0.164,0.021,0.017]	negative
35	President Obama vowed Tuesday night to push ahead with his gay rights agenda, assuring an audience of gay men and lesbians at the White House that he remains committed to repealing the Defense of Marriage Act, which allows states to refuse to recognize same same-sex marriages performed in other states.	[[0.309,0.546,0.124,0.01,0.011]]	[0.309,0.546,0.124,0.01,0.011]	negative
36	Characters in the play include Kristin M. Perry and Sandra B. Stier, a lesbian couple who were among the plaintiffs suing California over the ban; Theodore B. Olson and David Boies, the lawyers who represented them; and the judge, Vaughn R. Walker of the Federal District Court for the Northern District of California.	[[0.458,0.456,0.069,0.008,0.01]]	[0.458,0.456,0.069,0.008,0.01]	very negative
37	The San Francisco metro area has the highest percentage of people who identify as gay, lesbian, bisexual or transgender — but not the largest number.	[[0.12,0.688,0.17,0.016,0.006]]	[0.12,0.688,0.17,0.016,0.006]	negative
38	Officials from organizations representing lesbian, gay, bisexual and transgender Catholics requested a meeting with Pope Francis, saying that their members have felt a resurgence of hope for full acceptance in the church.	[[0.166,0.66,0.157,0.01,0.007]]	[0.166,0.66,0.157,0.01,0.007]	negative
39	Just as young people are turning away from religions that don&#8217;t tolerate gay and lesbian people, they may turn from the Republican Party, too.	[[0.208,0.529,0.228,0.021,0.013]]	[0.208,0.529,0.228,0.021,0.013]	negative
40	Floyd Corkins II, a former volunteer at a gay and lesbian community center, was charged with terrorism under a grand jury indictment on Wednesday.	[[0.145,0.376,0.168,0.202,0.109]]	[0.145,0.376,0.168,0.202,0.109]	negative
41	Father Carter, a professor and social worker, helped establish the National Gay and Lesbian Task Force and the New York chapter of DignityUSA.	[[0.033,0.058,0.097,0.521,0.292]]	[0.033,0.058,0.097,0.521,0.292]	positive
42	Same-sex marriage is on hold in Alabama, but the state now has lesbian divorce.	[[0.036,0.202,0.426,0.294,0.042]]	[0.036,0.202,0.426,0.294,0.042]	neutral
43	The city's first openly gay councilman is offering his support to youth who are struggling with being lesbian, gay, bisexual or transgender.	[[0.078,0.435,0.307,0.149,0.031]]	[0.078,0.435,0.307,0.149,0.031]	negative
44	MASTER SGT. ANTHONY HENRY, telling a potential recruit what it might be like to serve in the Marines while living openly as a lesbian.	[[0.098,0.523,0.21,0.13,0.038]]	[0.098,0.523,0.21,0.13,0.038]	negative
45	Thousands of people celebrated a new chapter in the city’s history on Sunday as the storied South Boston St. Patrick’s Day Parade opened its ranks for the first time to gays and lesbians.	[[0.146,0.431,0.169,0.169,0.085]]	[0.146,0.431,0.169,0.169,0.085]	negative
46	Faith leaders have overwhelmingly expressed grief over the loss of life in Orlando but it has been less common for religious conservatives to note that the gunman specifically targeted lesbian, gay, bisexual and transgender people.	[[0.12,0.595,0.244,0.03,0.011]]	[0.12,0.595,0.244,0.03,0.011]	negative
47	This past April, in a case remarkably similar, the body of another lesbian was found in an alley in Kwa Thema.	[[0.127,0.671,0.171,0.023,0.009]]	[0.127,0.671,0.171,0.023,0.009]	negative
48	It is GLAD (Gay and Lesbian Advocates and Defenders), not Glaad (the Gay and Lesbian Alliance Against Defamation).	[[0.292,0.58,0.095,0.017,0.015]]	[0.292,0.58,0.095,0.017,0.015]	negative
49	Gay, lesbian, bisexual and transgender people are the targets of unchecked violence and discrimination in Jamaica, frequently refused housing or employment in the Caribbean country typically described as the region's most hostile to LGBT citizens, a leading human rights group says in a report released Tuesday.	[[0.599,0.298,0.09,0.003,0.009]]	[0.599,0.298,0.09,0.003,0.009]	very negative
50	The New York Cycle Club, the Five Borough Bicycle Club and Fast and Fab, a lesbian, gay, bisexual and transgender bike club, are some of those that lead outings and other events year round.	[[0.305,0.554,0.119,0.012,0.01]]	[0.305,0.554,0.119,0.012,0.01]	negative
51	Respecting gay and lesbian rights is good for business and helps drive economic growth, a group of 14 leading Western companies including Google, American Express and McKinsey&amp;Company said on Tuesday.	[[0.192,0.618,0.149,0.024,0.017]]	[0.192,0.618,0.149,0.024,0.017]	negative
52	The announcement by the basketball star Brittney Griner that she is a lesbian has altered an awkward relationship between Baylor University and its gay students.	[[0.178,0.583,0.144,0.059,0.035]]	[0.178,0.583,0.144,0.059,0.035]	negative
53	The U.S. military cannot deny spousal benefits to a lesbian veteran in a same-sex marriage because doing so does not serve any purpose for the armed forces, a federal judge ruled on Thursday.	[[0.216,0.56,0.176,0.032,0.016]]	[0.216,0.56,0.176,0.032,0.016]	negative
54	The White House has hired its first openly transgender employee, according to a U.S. official, winning praise from activists for President Barack Obama's support for lesbian, gay and transgender people.	[[0.255,0.642,0.064,0.023,0.016]]	[0.255,0.642,0.064,0.023,0.016]	negative
55	An aside about laws affecting gay men and lesbians in a recent case is being viewed as a potential signal for a future Supreme Court ruling on same-sex marriage.	[[0.165,0.594,0.172,0.046,0.022]]	[0.165,0.594,0.172,0.046,0.022]	negative
56	In the days following the slayings of 49 people at a gay nightclub, members of the lesbian, gay, bisexual and transgender (LGBT) community pulled together in prayer vigils and benefit drag shows and basked in a broad showing of support many said they had never experienced.	[[0.152,0.578,0.222,0.038,0.011]]	[0.152,0.578,0.222,0.038,0.011]	negative
57	Slovenians rejected a law that had made their country the first former communist nation of Europe to embrace legal equality for gay men and lesbians.	[[0.187,0.592,0.166,0.034,0.021]]	[0.187,0.592,0.166,0.034,0.021]	negative
58	Los Angeles Lesbian, Gay, Bisexual and Transgender Centre welcomes Bruce Jenner's transition to Caitlyn at a crucial time.	[[0.238,0.462,0.092,0.113,0.095]]	[0.238,0.462,0.092,0.113,0.095]	negative
59	Thousands marched along Istanbul's most popular pedestrian walkway on Sunday, demanding better treatment and equal rights for lesbian, gay, bisexual and transgender individuals and communities.	[[0.151,0.53,0.218,0.068,0.033]]	[0.151,0.53,0.218,0.068,0.033]	negative
60	The New Mexico Supreme Court agreed on Friday to decide once and for all whether same-sex matrimony should be legal statewide after several counties recently began issuing marriage licenses to gay and lesbian couples, prompting a legal challenge.	[[0.146,0.679,0.156,0.013,0.006]]	[0.146,0.679,0.156,0.013,0.006]	negative
61	The arrest of a man who has confessed to using the Internet to lure three murder victims has alarmed gay men and lesbians in Pakistan, where social media has quietly widened freedoms.	[[0.186,0.646,0.138,0.02,0.011]]	[0.186,0.646,0.138,0.02,0.011]	negative
62	Kentucky businesses could refuse services to gay, lesbian or transgender clients in the name of protecting religious beliefs under a bill advancing in the state Senate.	[[0.232,0.568,0.164,0.021,0.015]]	[0.232,0.568,0.164,0.021,0.015]	negative
63	Gay and lesbian couples are getting legally married in the South for the first time, crossing a threshold in a conservative region long opposed to the marriages.	[[0.13,0.661,0.183,0.018,0.009]]	[0.13,0.661,0.183,0.018,0.009]	negative
64	The new rules are aimed at making it easier for gays and lesbians to make medical decisions for their partners.	[[0.035,0.292,0.502,0.156,0.015]]	[0.035,0.292,0.502,0.156,0.015]	neutral
65	An annual study by GLAAD has found that Hollywood studios continue to lag in producing films representing gay, lesbian, bisexual and transgender people, despite a slight improvement over the last year.	[[0.139,0.54,0.212,0.079,0.03]]	[0.139,0.54,0.212,0.079,0.03]	negative
66	An author asks, can those who condemn gays and lesbians be so sure of God’s will?	[[0.101,0.675,0.174,0.037,0.013]]	[0.101,0.675,0.174,0.037,0.013]	negative
67	The organization Glaad found that 4 percent of regular characters scheduled to appear on prime-time broadcasts identified as gay, lesbian or bisexual.	[[0.123,0.6,0.212,0.048,0.017]]	[0.123,0.6,0.212,0.048,0.017]	negative
68	A Utah judge on Friday amended a controversial ruling that would have forced a married lesbian couple to surrender custody of their infant foster daughter within a week, instead scheduling another hearing for next month, the couple's lawyer and a court spokeswoman said.	[[0.2,0.497,0.231,0.051,0.021]]	[0.2,0.497,0.231,0.051,0.021]	negative
69	Florida's first same-sex weddings took place in Miami on Monday, shortly before gay and lesbian couples were to begin tying the knot elsewhere in the 36th U.S. state to legalize gay marriage.	[[0.243,0.593,0.141,0.013,0.01]]	[0.243,0.593,0.141,0.013,0.01]	negative
70	The Supreme Court has acted in a lesbian couple’s adoption dispute, siding with an adoptive mother after the Alabama Supreme Court refused to recognize her adoptions of three children.	[[0.214,0.599,0.128,0.036,0.022]]	[0.214,0.599,0.128,0.036,0.022]	negative
71	Hornets co-owner Felix Sabates has blasted the NBA&#8217;s decision to move the 2017 All Star Game out of Charlotte, North Carolina due to its objections to a state law decried as discriminatory against the lesbian, gay, bisexual and transgender community.	[[0.331,0.555,0.095,0.007,0.012]]	[0.331,0.555,0.095,0.007,0.012]	negative
72	1:03 p.m. | Updated An organization that will ask people around the world to help secure rights for those who are gay, lesbian, bisexual and transgender is giving a sneak peek at its efforts.	[[0.139,0.538,0.181,0.098,0.044]]	[0.139,0.538,0.181,0.098,0.044]	negative
73	A former U.S. poet laureate, winners of the National Book Award and Pulitzer Prize, and best-selling authors including John Grisham are among 95 Mississippi authors urging state officials to repeal a law that will let workers cite religious beliefs to deny services to lesbian, gay, bisexual or transgender people.	[[0.43,0.44,0.088,0.016,0.027]]	[0.43,0.44,0.088,0.016,0.027]	negative
74	This policy, in effect since the early days of the Clinton administration, allows gays and lesbians to serve as long as they do not identify themselves as such in public.	[[0.193,0.51,0.187,0.071,0.038]]	[0.193,0.51,0.187,0.071,0.038]	negative
75	The World Bank has appointed its first adviser tasked with promoting the lesbian, gay, bisexual, transgender and intersex (LGBTI) issues in its development work.	[[0.153,0.65,0.159,0.027,0.011]]	[0.153,0.65,0.159,0.027,0.011]	negative
76	The NBA is moving the 2017 All-Star Game out of Charlotte because of its objections to a North Carolina law that limits anti-discrimination protections for lesbian, gay and transgender people.	[[0.235,0.662,0.078,0.015,0.011]]	[0.235,0.662,0.078,0.015,0.011]	negative
77	U.S. Ambassador Samantha Power and U.N. envoys from 16 other countries visited the Stonewall Inn which helped spark the modern gay rights movement and vowed to step up their fight for the rights of lesbians, gays, bisexual and transgender people around the world.	[[0.313,0.564,0.097,0.011,0.015]]	[0.313,0.564,0.097,0.011,0.015]	negative
78	Nearly 60 U.S. investors who together manage more than $2 trillion in assets called on North Carolina on Monday to repeal a law they said is making it harder for companies in the state to hire top talent by limiting protections for lesbian, gay, bisexual and trans gender people.	[[0.201,0.605,0.147,0.03,0.018]]	[0.201,0.605,0.147,0.03,0.018]	negative
79	Lesbians in India face more challenges than gay men.	[[0.043,0.277,0.415,0.229,0.036]]	[0.043,0.277,0.415,0.229,0.036]	neutral
80	Decades after the Stonewall Uprising, President Obama formally recognized the Greenwich Village bar’s role in the history of the lesbian, gay, bisexual and transgender civil rights movement.	[[0.224,0.641,0.116,0.01,0.009]]	[0.224,0.641,0.116,0.01,0.009]	negative
81	In a drive to win more rights and protections, gay advocates are setting their sights on Southern and Western states, where the movement’s rapid progress has largely eluded gay men and lesbians.	[[0.111,0.719,0.148,0.018,0.005]]	[0.111,0.719,0.148,0.018,0.005]	negative
82	Southern Africa is moving towards greater acceptance of sexual and gender minorities though there is still a long way to go,  the United States' first special envoy for the rights of lesbian, gay, bisexual and transgender people said on Wednesday.	[[0.073,0.498,0.24,0.159,0.03]]	[0.073,0.498,0.24,0.159,0.03]	negative
83	Jubilant gay and lesbian couples crowded county offices in the artsy southwestern community of Santa Fe on Friday seeking marriage licenses after a judge ruled that it would be discriminatory to deny same-sex couples the right to wed.	[[0.29,0.592,0.087,0.016,0.016]]	[0.29,0.592,0.087,0.016,0.016]	negative
84	The decades-long debate about whether same-sex marriage should be allowed in the United States was finally settled Friday when the U.S. Supreme Court ruled gay and lesbian couples can get married anywhere in the country.	[[0.089,0.568,0.26,0.066,0.017]]	[0.089,0.568,0.26,0.066,0.017]	negative
85	Malcolm Turnbull risks a political backlash within Australia's coalition government led by the conservative Liberal Party by attending Sydney's Gay and Lesbian Mardi Gras on Saturday, the first sitting prime minister to do so.	[[0.137,0.619,0.214,0.022,0.009]]	[0.137,0.619,0.214,0.022,0.009]	negative
86	A Ugandan woman who says she is a lesbian won a last-minute stay of deportation after her lawyers pleaded that her life would be at risk if she was forced to return to her homeland.	[[0.154,0.522,0.177,0.103,0.044]]	[0.154,0.522,0.177,0.103,0.044]	negative
87	In an effort to mirror changing attitudes, publishers of all sizes, including DC Comics, which revamped its lineup in June, are increasingly including gay and lesbian story lines.	[[0.295,0.57,0.119,0.009,0.006]]	[0.295,0.57,0.119,0.009,0.006]	negative
88	In the absence of a federal law banning discrimination against gays, lesbians, bisexuals and transgender people, there is a sharp split among the states, with some enacting such protections and a majority opting not to.	[[0.107,0.285,0.32,0.251,0.038]]	[0.107,0.285,0.32,0.251,0.038]	neutral
89	A gay veteran who was denied her wish to be buried one day with her late lesbian spouse in an Idaho military cemetery filed a lawsuit on Monday accusing the state of violating her constitutional right to equal protection by not recognizing her same-sex union.	[[0.221,0.587,0.152,0.024,0.017]]	[0.221,0.587,0.152,0.024,0.017]	negative
90	North Dakota's Republican governor on Thursday said state lawmakers missed an opportunity to protect gays and lesbians from discrimination when they failed for the third time in six years to pass a measure that would prohibit bias in housing and employment based on sexual orientation.	[[0.29,0.546,0.133,0.016,0.014]]	[0.29,0.546,0.133,0.016,0.014]	negative
91	“The Fish Child is an upstairs-downstairs cross-border lesbian love-on-the-run thriller.”	[[0.169,0.712,0.091,0.02,0.009]]	[0.169,0.712,0.091,0.02,0.009]	negative
92	Hillary Rodham Clinton on Saturday delivered the strongest speech in support of gay rights in the 2016 presidential race on Saturday, promising that ending discrimination against gay, lesbian and transgender people would be a central pillar of her administration.	[[0.214,0.587,0.13,0.04,0.029]]	[0.214,0.587,0.13,0.04,0.029]	negative
93	Lesbian romance drama "Carol" and Wall Street misdeeds comedy "The Big Short" led a diverse range of films honored with Golden Globe nominations on Thursday, with genres spanning indie thrillers to big budget sci-fi action adventures.	[[0.025,0.054,0.066,0.593,0.262]]	[0.025,0.054,0.066,0.593,0.262]	positive
94	Proceeds benefit the institute, the nation's oldest social service organization supporting lesbian, gay, bisexual and transgender youth.	[[0.095,0.49,0.311,0.078,0.026]]	[0.095,0.49,0.311,0.078,0.026]	negative
95	Gay rights advocates are hoping to parlay the momentum from their legislative victories in Indiana and Arkansas this week into further expanding legal protections for gays and lesbians in those states and others.	[[0.154,0.599,0.205,0.028,0.014]]	[0.154,0.599,0.205,0.028,0.014]	negative
96	A support group in Lahore for lesbian, gay, bisexual and transgender Pakistanis aims to give a safe space to members as more try to gain family support, even in a climate of religious conservatism.	[[0.205,0.624,0.143,0.017,0.011]]	[0.205,0.624,0.143,0.017,0.011]	negative
97	The Supreme Court of Alabama on Friday overturned a lower court ruling that had recognized the 2007 adoption of three children in Georgia by one partner in a lesbian couple that has since split up.	[[0.267,0.604,0.101,0.015,0.013]]	[0.267,0.604,0.101,0.015,0.013]	negative
98	The gay, lesbian and transgender community has seen violence before, from Harvey Milk to Matthew Shepard, and an ever-lengthening list of transgender women.	[[0.211,0.576,0.17,0.027,0.016]]	[0.211,0.576,0.17,0.027,0.016]	negative
99	President Obama should resist pressure to weaken a promised executive order to bar federal contractors from discriminating against gay men, lesbians and transgender people.	[[0.216,0.607,0.14,0.021,0.015]]	[0.216,0.607,0.14,0.021,0.015]	negative
100	The American Library Association has added an award for gay and lesbian literature to its annual prizes for children's books.	[[0.158,0.685,0.119,0.026,0.012]]	[0.158,0.685,0.119,0.026,0.012]	negative
101	Six days after a post on the blog A Gay Girl in Damascus triggered panic among its readers by suggesting that the blog's author, who claimed to be a Syrian-American lesbian caught up in the protest movement, had been detained in the Syrian capital, a new entry appeared on Sunday that described the entire online diary as a work of fiction by an American man.	[[0.138,0.478,0.302,0.064,0.017]]	[0.138,0.478,0.302,0.064,0.017]	negative
102	Most people in European nations say their community is a welcoming place for gays and lesbians, according to a poll released on Wednesday that also showed many in African countries see their homelands as hostile to homosexuals.	[[0.161,0.704,0.111,0.016,0.008]]	[0.161,0.704,0.111,0.016,0.008]	negative
103	The Republican bill differs from the Senate’s version in protections for many battered women, including lesbians, American Indians and illegal immigrants, Democrats say.	[[0.119,0.661,0.17,0.035,0.014]]	[0.119,0.661,0.17,0.035,0.014]	negative
104	A lesbian’s unexpected sexual coupling with a strange man has horrific ramifications.	[[0.059,0.271,0.242,0.361,0.067]]	[0.059,0.271,0.242,0.361,0.067]	positive
105	Gov. Pat McCrory accused critics of a “vicious nationwide smear campaign” regarding a law ending antidiscrimination protections for lesbian, gay, bisexual and transgender people.	[[0.241,0.586,0.143,0.016,0.014]]	[0.241,0.586,0.143,0.016,0.014]	negative
106	Seven gay and lesbian couples from China were married in the Southern California gay capital of West Hollywood on Tuesday after winning a contest sponsored by a pair of Chinese Internet companies.	[[0.102,0.635,0.242,0.015,0.006]]	[0.102,0.635,0.242,0.015,0.006]	negative
107	Inspired to seek out stories of hope, a lesbian couple decides to leave behind their successful careers and life in San Francisco to embark on a year-long journey to find the international leaders of the Gay Rights Movement in 15 countries.	[[0.057,0.224,0.171,0.442,0.107]]	[0.057,0.224,0.171,0.442,0.107]	positive
108	Ms. Torrès was best known for “Women’s Barracks,” considered a landmark in lesbian fiction.	[[0.004,0.009,0.137,0.702,0.147]]	[0.004,0.009,0.137,0.702,0.147]	positive
109	With the nation's highest court set to hear arguments next month over the constitutionality of same-sex marriage bans, legislation is advancing in several states that critics say gives businesses license to deny services to gays and lesbians on religious grounds.	[[0.111,0.586,0.237,0.051,0.015]]	[0.111,0.586,0.237,0.051,0.015]	negative
110	Lawyers specializing in civil rights and gay and lesbian family issues are married.	[[0.098,0.63,0.215,0.043,0.015]]	[0.098,0.63,0.215,0.043,0.015]	negative
111	The Latest on reactions to a Mississippi law allowing government employees, religious groups and some private businesses to cite their own religious beliefs to deny services to lesbian, gay, bisexual or transgender people (all times local):	[[0.17,0.582,0.228,0.013,0.007]]	[0.17,0.582,0.228,0.013,0.007]	negative
112	Go deep into hidden chambers and private after hours clubs where lesbian vamps prey on each other and engage in blood-partie	[[0.078,0.478,0.288,0.13,0.026]]	[0.078,0.478,0.288,0.13,0.026]	negative
113	Although CBS is preparing a daytime talk show that will include a gay host, the Gay and Lesbian Alliance Against Defamation, or Glaad, gave the network a failing rating.	[[0.27,0.531,0.181,0.011,0.008]]	[0.27,0.531,0.181,0.011,0.008]	negative
114	Supporters of religious freedom went toe-to-toe Monday against hundreds of gay rights advocates who had waited nearly a decade to speak in the Idaho Legislature for a measure that would create protections for gay and lesbian people in the state.	[[0.182,0.614,0.175,0.018,0.01]]	[0.182,0.614,0.175,0.018,0.01]	negative
115	According to Odaymara Cuesta from the lesbian Cuban hip-hop band Krudas Cubensi, there's a gay person in every family in Cuba.	[[0.074,0.606,0.256,0.052,0.011]]	[0.074,0.606,0.256,0.052,0.011]	negative
116	In recent seasons the show has taken aim at Tom Cruise and the Church of Scientology, Kanye West (before he imploded at the MTV Video Music Awards) and "Avatar" (saddling it with the uncomplimentary nickname "Dances With Smurfs" before it opened); and been protested by organizations from the Catholic League to the Gay & Lesbian Alliance Against Defamation.	[[0.202,0.619,0.152,0.02,0.007]]	[0.202,0.619,0.152,0.02,0.007]	negative
117	The Gay & Lesbian Alliance Against Defamation, in its annual check-up of sorts on the networks, found that gay characters "are increasingly presented as matter-of-fact manner rather than a curiosity" and lauded the CW in particular.	[[0.456,0.439,0.087,0.006,0.012]]	[0.456,0.439,0.087,0.006,0.012]	very negative
118	Out to Win is a documentary film that serves as an overview and examination of lives and careers of aspiring and professional gay and lesbian athletes from all over the world.	[[0.007,0.013,0.089,0.539,0.353]]	[0.007,0.013,0.089,0.539,0.353]	positive
119	Ms. Meyer works with national programs for gay, lesbian, bisexual and transgender elders, and Ms. Nolan is a forensic accountant.	[[0.299,0.522,0.117,0.028,0.034]]	[0.299,0.522,0.117,0.028,0.034]	negative
