id	context	predictions	aggregatedPredictions	category
24	In 1980s New York, a writer (Mark Ruffalo) and his friends join forces to expose the truth about the emerging AIDs crisis to both the government and the gay community.	[[0.159,0.623,0.193,0.016,0.009]]	[0.159,0.623,0.193,0.016,0.009]	negative
25	Uganda's president on Monday signed an anti-gay bill that punishes gay sex with up to life in prison, a measure likely to send Uganda's beleaguered gay community further underground as the police try to implement it amid fevered anti-gay sentiment across the country.	[[0.393,0.489,0.103,0.007,0.008]]	[0.393,0.489,0.103,0.007,0.008]	negative
26	Interviews and a review of Andrew M. Cuomo’s record reveal a fraught relationship with the gay community.	[[0.03,0.113,0.203,0.543,0.11]]	[0.03,0.113,0.203,0.543,0.11]	positive
27	A visible and empowered gay community offers hope that other freedoms will take root.	[[0.034,0.102,0.19,0.542,0.132]]	[0.034,0.102,0.19,0.542,0.132]	positive
28	Swedish high jumper Emma Green-Tregaro, who painted her fingernails in the colors of the rainbow flag in support of Russia's gay community, has been told not to repeat the gesture in Saturday's world championship final.	[[0.054,0.129,0.169,0.467,0.181]]	[0.054,0.129,0.169,0.467,0.181]	positive
29	The face of the Moscow world championships, Yelena Isinbayeva, has condemned Swede Emma Green-Tregaro's gesture of support for the Russian gay community as disrespectful and said she supported the law banning the promotion of homosexuality.	[[0.302,0.512,0.126,0.03,0.03]]	[0.302,0.512,0.126,0.03,0.03]	negative
30	A New York City police officer goes undercover to track down the maniac who is killing off members of the gay community.	[[0.135,0.651,0.177,0.028,0.009]]	[0.135,0.651,0.177,0.028,0.009]	negative
31	A Washington state man who yelled anti-gay slurs and threatened to stab three men in a Seattle neighborhood with a sizable gay community has been sentenced to 30 months in prison, the Justice Department said on Monday.	[[0.273,0.554,0.15,0.01,0.012]]	[0.273,0.554,0.15,0.01,0.012]	negative
32	Two decades after the fall of Communism, Prague’s gay community seems to be making up for lost time.	[[0.093,0.697,0.191,0.015,0.004]]	[0.093,0.697,0.191,0.015,0.004]	negative
33	In the 1980s, when HIV was devastating the gay community and gay men were being vilified, she ardently supported gay rights, especially through her love and support for her nephew, Charlie Barber, a gay rights activist.	[[0.188,0.606,0.174,0.023,0.011]]	[0.188,0.606,0.174,0.023,0.011]	negative
34	Britain's foreign spy agency MI6 flew a rainbow flag outside its London headquarters to mark the International Day Against Homophobia, Transphobia and Biphobia on Tuesday, and to woo potential applicants from the gay community.	[[0.157,0.655,0.174,0.008,0.005]]	[0.157,0.655,0.174,0.008,0.005]	negative
35	One doctor is going to the front lines in the battle against a new strain of bacterial meningitis affecting New York’s gay community.	[[0.057,0.227,0.331,0.307,0.079]]	[0.057,0.227,0.331,0.307,0.079]	neutral
36	Danny Ziegfeld is a stage combat instructor and fixture of the gay community in Provincetown, Massachusetts.	[[0.11,0.678,0.195,0.012,0.005]]	[0.11,0.678,0.195,0.012,0.005]	negative
37	Three men in their 20s have died from a meningitis outbreak in the gay community in the Los Angeles area this year, a public health spokesman said on Thursday, a day after officials called on HIV-positive gay men in the region to be vaccinated against the disease.	[[0.228,0.581,0.168,0.012,0.01]]	[0.228,0.581,0.168,0.012,0.01]	negative
38	A draft law banning "homosexual propaganda" in Kyrgyzstan could be the last straw for the Central Asian country's frightened gay community.	[[0.117,0.677,0.179,0.019,0.008]]	[0.117,0.677,0.179,0.019,0.008]	negative
39	The Mormon Church has made its first-ever donation to the Utah Pride Center, a Salt Lake City organization that works with poor and homeless gay young people, in what center officials said on Thursday was a significant moment in the Church's relationship with the gay community.	[[0.2,0.602,0.165,0.022,0.012]]	[0.2,0.602,0.165,0.022,0.012]	negative
40	An initiative by the National Park Service and local guides give an overview of underappreciated sites that helped shape San Francisco’s gay community, and the nation’s.	[[0.03,0.08,0.123,0.548,0.219]]	[0.03,0.08,0.123,0.548,0.219]	positive
41	The area has evolved away from its factory origins with all kinds of residents — artists, middle-class Latinos and a gay community — living happily side by side.	[[0.054,0.168,0.247,0.417,0.114]]	[0.054,0.168,0.247,0.417,0.114]	positive
42	The gay community in Russia faces persecution from tormentors who often go unpunished.	[[0.081,0.535,0.282,0.082,0.02]]	[0.081,0.535,0.282,0.082,0.02]	negative
43	The couple — a president of a family real estate development and management firm and a retired New York City police sergeant — met at the former Lesbian and Gay Community Services Center in 1991.	[[0.127,0.584,0.223,0.05,0.016]]	[0.127,0.584,0.223,0.05,0.016]	negative
44	If President Obama will not come out in support of equal marriage rights for the gay community now, then when will he?	[[0.05,0.621,0.307,0.019,0.003]]	[0.05,0.621,0.307,0.019,0.003]	negative
45	Tooting horns and ringing chimes, hundreds of lesbians, gays, bisexuals and transvestites paraded through Nepal's capital Monday for a colorful celebration of Gaijatra, a Hindu festival to remember the dead that is gleefully overtaken each year by the country's gay community.	[[0.271,0.586,0.122,0.01,0.01]]	[0.271,0.586,0.122,0.01,0.01]	negative
46	He served as a member of the Board of Directors for S.A.G.E. and was a lifelong advocate for minorities, including the gay community.	[[0.148,0.691,0.12,0.028,0.012]]	[0.148,0.691,0.12,0.028,0.012]	negative
47	He praised her charitable work in the struggle against AIDS and her celebration of life and liberty in her songs that has ''made her an icon in every community, and notably the gay community.''	[[0.033,0.126,0.095,0.577,0.168]]	[0.033,0.126,0.095,0.577,0.168]	positive
48	The Tennessee university student whose art project, six rainbow-colored nooses hanging from a tree, was swiftly removed by police said on Tuesday that she did not intend to be racially insensitive or offend the gay community.	[[0.236,0.527,0.201,0.023,0.014]]	[0.236,0.527,0.201,0.023,0.014]	negative
49	A prestigious Roman Catholic bishop has managed to offend both conservative Catholics and members of Colombia's gay community during a speech intended to denounce discrimination based on sexual orientation.	[[0.205,0.564,0.178,0.036,0.018]]	[0.205,0.564,0.178,0.036,0.018]	negative
50	The gay community in San Francisco is at a complex crossroads.	[[0.01,0.043,0.352,0.541,0.054]]	[0.01,0.043,0.352,0.541,0.054]	positive
51	At the end of his career, Dr. Robert L. Spitzer has reached a painful conclusion: “I believe,” he wrote in a letter, “I owe the gay community an apology.”	[[0.181,0.514,0.241,0.048,0.016]]	[0.181,0.514,0.241,0.048,0.016]	negative
52	The arrests have sent a chill through China’s burgeoning gay community, which in recent years has grown self-confident despite intermittent harassment from the authorities.	[[0.119,0.618,0.211,0.039,0.013]]	[0.119,0.618,0.211,0.039,0.013]	negative
53	In the heart of this close-knit gay community, Luke Martel reflects the feelings of many when it comes to a strain of meningitis that has killed three gay men this year in Los Angeles County: He's concerned but not overly so.	[[0.224,0.564,0.161,0.028,0.023]]	[0.224,0.564,0.161,0.028,0.023]	negative
54	Prime Minister Raila Odinga’s remarks that homosexuals who were discovered having sex should be arrested caused panic in the gay community.	[[0.125,0.659,0.184,0.023,0.011]]	[0.125,0.659,0.184,0.023,0.011]	negative
55	Here are a few things the Catholic Church could do to send a clear message against distaste and mistrust of the gay community.	[[0.053,0.463,0.426,0.05,0.008]]	[0.053,0.463,0.426,0.05,0.008]	negative
