id	context	predictions	aggregatedPredictions	category
12	Despite winning the right in some states to marry, not all gay couples want to.	[[0.039,0.553,0.349,0.053,0.006]]	[0.039,0.553,0.349,0.053,0.006]	negative
13	A landmark Utah proposal protecting gay and transgender individuals passed its first test at the state Legislature on Thursday when a Republican-controlled Senate committee offered its unanimous and at times emotional support of the measure.	[[0.121,0.583,0.215,0.059,0.022]]	[0.121,0.583,0.215,0.059,0.022]	negative
14	The U.S. Supreme Court on Monday overturned an Alabama judicial ruling that had refused to recognize a gay woman's parental rights over three children she adopted with her lesbian partner and raised from birth.	[[0.161,0.636,0.155,0.03,0.017]]	[0.161,0.636,0.155,0.03,0.017]	negative
15	New business groups are forming to help gay entrepreneurs network and share ideas.	[[0.017,0.047,0.148,0.632,0.156]]	[0.017,0.047,0.148,0.632,0.156]	positive
16	It was a carefree "vacil&#243;n" - a pumped up party - at Orlando's Pulse nightclub on Saturday night, full of Latinos dancing to salsa, bachata and thumping reggaeton at the gay club's Latin music night.	[[0.205,0.599,0.172,0.016,0.008]]	[0.205,0.599,0.172,0.016,0.008]	negative
17	President Barack Obama plans to sign executive orders Monday prohibiting discrimination against gay and transgender workers in the federal government and its contracting agencies, without a new exemption that was requested by some religious organizations.	[[0.282,0.554,0.143,0.01,0.011]]	[0.282,0.554,0.143,0.01,0.011]	negative
18	Kirk Walker, the longtime Oregon State softball coach, is possibly the only publicly gay man coaching a Division I sport.	[[0.383,0.507,0.074,0.012,0.024]]	[0.383,0.507,0.074,0.012,0.024]	negative
19	Documents obtained by a gay-rights group offer new details about the views that drove the federal government’s sometimes-obsessive effort to identify and fire gays in government jobs.	[[0.083,0.529,0.288,0.078,0.022]]	[0.083,0.529,0.288,0.078,0.022]	negative
20	Technology industry leaders have urged NBA Commissioner Adam Silver to move the All-Star Game out of Charlotte unless a North Carolina law that limits anti-discrimination protections for lesbian, gay and transgender people is repealed "in very short order."	[[0.147,0.56,0.266,0.018,0.01]]	[0.147,0.56,0.266,0.018,0.01]	negative
21	A Pennsylvania Chick-fil-A’s decision to sponsor a February marriage seminar by a group that has been outspoken against homosexuality has caused an outcry in the gay community.	[[0.1,0.485,0.273,0.113,0.029]]	[0.1,0.485,0.273,0.113,0.029]	negative
22	Britain is to send the government minister responsible for the country's recently passed same sex marriage laws to next month's Winter Olympics in Russia, where a row over gay rights has clouded the build-up to the event.	[[0.145,0.562,0.243,0.034,0.016]]	[0.145,0.562,0.243,0.034,0.016]	negative
23	Since Nigeria’s president signed a law criminalizing homosexuality, arrests of gay people have multiplied and demands for a crackdown have flourished.	[[0.121,0.65,0.218,0.007,0.004]]	[0.121,0.65,0.218,0.007,0.004]	negative
24	An Internal Revenue Service decision that was hailed as a step toward equality for same-sex couples has become a headache for tens of thousands of gay and lesbian families in California.	[[0.31,0.547,0.111,0.015,0.017]]	[0.31,0.547,0.111,0.015,0.017]	negative
25	A new generation of activists takes up the campaign for equal rights for gay and lesbian people.	[[0.024,0.133,0.277,0.507,0.059]]	[0.024,0.133,0.277,0.507,0.059]	positive
26	One of the nation's first gay rights protests was held 50 years ago this July Fourth in Philadelphia.	[[0.109,0.52,0.213,0.12,0.038]]	[0.109,0.52,0.213,0.12,0.038]	negative
27	A Portland bar owner violated Oregon's civil rights laws by denying service to a group of transgender and gay customers whose presence he said would damage his business, a state appeals court ruled on Wednesday.	[[0.231,0.564,0.157,0.03,0.018]]	[0.231,0.564,0.157,0.03,0.018]	negative
28	With a new talk show and an increasingly high public profile of her own, Gayle King is no longer just “Oprah’s Best Friend.”	[[0.022,0.179,0.19,0.555,0.055]]	[0.022,0.179,0.19,0.555,0.055]	positive
29	The mayor of Atlanta was right to dismiss the chief of the fire department for imposing his virulent anti-gay views on his work force.	[[0.093,0.601,0.237,0.054,0.015]]	[0.093,0.601,0.237,0.054,0.015]	negative
30	The European Union's top court on Wednesday joined a growing chorus of voices questioning whether it still makes sense to forever bar all gay men from donating blood.	[[0.018,0.072,0.185,0.627,0.099]]	[0.018,0.072,0.185,0.627,0.099]	positive
31	But the pill has been slow to catch on among healthy gay men.	[[0.106,0.631,0.223,0.031,0.009]]	[0.106,0.631,0.223,0.031,0.009]	negative
32	The president of the Boy Scouts of America called for an end to the organization&#8217;s ban on openly gay leaders amid the looming threat of lawsuits.	[[0.073,0.636,0.258,0.028,0.006]]	[0.073,0.636,0.258,0.028,0.006]	negative
33	Interviews and a review of Andrew M. Cuomo’s record reveal a fraught relationship with the gay community.	[[0.03,0.113,0.203,0.543,0.11]]	[0.03,0.113,0.203,0.543,0.11]	positive
34	The star of ABC's "The Bachelor" made anti-gay comments that drew a swift rebuke from the network and an apology from the bachelor himself on Saturday.	[[0.121,0.656,0.175,0.039,0.009]]	[0.121,0.656,0.175,0.039,0.009]	negative
35	The Cincinnati-based 6th U.S. Circuit Court of Appeals heard arguments Wednesday on six gay marriage fights from Ohio, Michigan, Kentucky and Tennessee on Wednesday, setting the stage for one ruling.	[[0.192,0.647,0.141,0.011,0.009]]	[0.192,0.647,0.141,0.011,0.009]	negative
36	Gay marriage and gay characters have become staples of network television.	[[0.067,0.517,0.344,0.061,0.012]]	[0.067,0.517,0.344,0.061,0.012]	negative
37	When David Denson came out, it was a first for an active player, but there are probably dozens of gay men playing for teams in the majors and minor leagues.	[[0.074,0.509,0.371,0.038,0.009]]	[0.074,0.509,0.371,0.038,0.009]	negative
38	Liz Cheney's sudden exit from her Wyoming Senate race brought a surprise end to a high-profile campaign that touched off a bitter fight within the Republican Party as well as a public spat with her lesbian sister over gay marriage.	[[0.11,0.547,0.236,0.08,0.027]]	[0.11,0.547,0.236,0.08,0.027]	negative
39	With a handful of Alabama counties still refusing to grant gay marriages even as they issued licenses for straight weddings, a federal judge ruled Wednesday that all must abide by court decisions allowing same-sex unions.	[[0.245,0.5,0.217,0.023,0.014]]	[0.245,0.5,0.217,0.023,0.014]	negative
40	Republican lawmakers in New Mexico lined up on Tuesday to join the legal fight against gay marriage in the state, arguing that a county clerk who voluntarily began issuing licenses to same-sex couples last month overstepped his authority.	[[0.295,0.591,0.098,0.007,0.009]]	[0.295,0.591,0.098,0.007,0.009]	negative
41	In the season that starts in September, however, a gay character will join "The Good Wife," a lesbian character will join "Rules of Engagement" and a gay character will appear in the new sitcom "$#*!	[[0.2,0.558,0.22,0.016,0.006]]	[0.2,0.558,0.22,0.016,0.006]	negative
42	In New York's ballroom parties of the 1980s, gay and transgender blacks and Hispanics staged dance-offs and fashion contests for glory and cash prizes.	[[0.201,0.638,0.145,0.01,0.005]]	[0.201,0.638,0.145,0.01,0.005]	negative
43	At 12:01 a.m. Tuesday, 1st Lt. Josh Seefried, who founded an undercover group of 4,000 gay, lesbian, bisexual and transgender active-duty service members, dropped his pseudonym.	[[0.179,0.667,0.128,0.016,0.01]]	[0.179,0.667,0.128,0.016,0.01]	negative
44	An Austrian priest who has stirred controversy in Europe with his challenge to Catholic church teachings on taboo topics suggested on Wednesday that women should be allowed to become priests and said that gays need justice, not just mercy.	[[0.133,0.558,0.241,0.05,0.018]]	[0.133,0.558,0.241,0.05,0.018]	negative
45	Interviews with about two dozen Marines revealed most did not object to gays serving openly but said it could be a problem in combat units.	[[0.148,0.556,0.2,0.068,0.029]]	[0.148,0.556,0.2,0.068,0.029]	negative
46	More than 60 gay couples are preparing to exchange vows at a mass wedding in Puerto Rico, celebrating a U.S. Supreme Court ruling affecting the socially conservative U.S. territory, organizers said Wednesday.	[[0.179,0.538,0.135,0.094,0.054]]	[0.179,0.538,0.135,0.094,0.054]	negative
47	Young gay men are the frontline of China's battle to prevent the spread of HIV/AIDS, with new cases in the group increasing fourfold, one of the fastest rates of any segment of the population.	[[0.094,0.608,0.272,0.02,0.007]]	[0.094,0.608,0.272,0.02,0.007]	negative
48	But, oh, I was cautioned, it was not the gay march, it was the homosexual march."	[[0.182,0.711,0.09,0.01,0.007]]	[0.182,0.711,0.09,0.01,0.007]	negative
49	North Carolina business leaders on Tuesday called for a repeal of a new state law they blamed for mounting economic losses as opponents cancel jobs and events over concerns that it discriminates against gay and transgender people.	[[0.273,0.546,0.167,0.006,0.008]]	[0.273,0.546,0.167,0.006,0.008]	negative
50	There appears to be broad support for gay unions in France, but when it comes to marriage, it may be another matter.	[[0.108,0.494,0.307,0.067,0.023]]	[0.108,0.494,0.307,0.067,0.023]	negative
51	For advocates of gay rights in the military, Adrianna Vorderbruggen provided &#8220;a perfect narrative&#8221; of what it took to quietly endure and ultimately overcome discrimination in the ranks.	[[0.114,0.538,0.198,0.12,0.03]]	[0.114,0.538,0.198,0.12,0.03]	negative
52	A Jamaican gay rights activist has brought a rare legal challenge to the Caribbean island's anti-sodomy laws that criminalize consensual sex between men, the Canadian advocacy group he works for said Thursday.	[[0.156,0.522,0.192,0.089,0.041]]	[0.156,0.522,0.192,0.089,0.041]	negative
53	The new Viceland cable channel that launches next month will have series with actress Ellen Page exploring gay and lesbian life around the world, actor Michael K. Williams telling about black market economies and celebrity chef Eddie Huang illustrating stories about politics, culture and food.	[[0.125,0.525,0.189,0.117,0.043]]	[0.125,0.525,0.189,0.117,0.043]	negative
54	As Sunday began, in Albany, Niagara Falls, Long Island and elsewhere, gay couples insisted that they were the first to legally wed.	[[0.18,0.692,0.116,0.008,0.004]]	[0.18,0.692,0.116,0.008,0.004]	negative
55	The Human Rights Campaign, the largest U.S. LGBT-rights organization, on Friday called for several measures to curb gun violence in the aftermath of the attack that killed 49 patrons and staff at a gay nightclub in Orlando, Florida.	[[0.423,0.445,0.11,0.008,0.014]]	[0.423,0.445,0.11,0.008,0.014]	negative
56	The rough edges may be gone at the Lesbian, Gay, Bisexual and Transgender Community Center in Manhattan, but disco balls will remain.	[[0.123,0.501,0.281,0.071,0.025]]	[0.123,0.501,0.281,0.071,0.025]	negative
57	The national board of the Boy Scouts of America discussed changing its national ban on gay leaders and scouts, and allowing local scout units to decide for themselves.	[[0.127,0.639,0.184,0.036,0.013]]	[0.127,0.639,0.184,0.036,0.013]	negative
58	A retired Mennonite pastor from Pennsylvania who lost his credentials after officiating at his gay son's wedding says he hopes the church will someday be more accepting of gays and lesbians.	[[0.242,0.58,0.147,0.016,0.015]]	[0.242,0.58,0.147,0.016,0.015]	negative
59	Ireland has begun counting ballots from its referendum to legalize homosexual marriage, and political observers say the first ballot boxes opened point to a victory for gay rights.	[[0.3,0.575,0.112,0.006,0.007]]	[0.3,0.575,0.112,0.006,0.007]	negative
60	As the gay marriage movement peaks, so does a debate about whether gay identity is dimming, overtaken by its own success.	[[0.18,0.52,0.204,0.075,0.021]]	[0.18,0.52,0.204,0.075,0.021]	negative
61	Gay and lesbian individuals are less prepared financially for retirement than their straight counterparts, according to an exclusive analysis by The Associated Press-NORC Center for Public Affairs Research.	[[0.233,0.639,0.112,0.008,0.007]]	[0.233,0.639,0.112,0.008,0.007]	negative
62	The verdict was the latest in a crackdown by the authorities against gays.	[[0.079,0.606,0.279,0.029,0.008]]	[0.079,0.606,0.279,0.029,0.008]	negative
63	Pride House is believed to be the first such house for gay and lesbian athletes and their friends and families.	[[0.026,0.049,0.094,0.532,0.299]]	[0.026,0.049,0.094,0.532,0.299]	positive
64	A multi-colored gay pride flag hangs in a corner of a bare room in an abandoned Sao Paulo art deco building that was once the headquarters of Brazil's social security agency.	[[0.159,0.576,0.217,0.033,0.016]]	[0.159,0.576,0.217,0.033,0.016]	negative
65	Mumbai's lesbian, gay, bisexual and transgender citizens will soon be able to drive private taxis in the city, in a sign of the increasing acceptance of the marginalised community in India's commercial capital.	[[0.086,0.551,0.291,0.058,0.014]]	[0.086,0.551,0.291,0.058,0.014]	negative
66	Mormon leaders tried to stake out a middle ground in the escalating battle between gay rights and religious freedom on Tuesday, demanding that both ideas, together, be treated as a national priority.	[[0.222,0.625,0.139,0.008,0.006]]	[0.222,0.625,0.139,0.008,0.006]	negative
67	The State Department denied the daughter of President Raúl Castro of Cuba permission to attend a gay rights conference in Philadelphia, where she was to receive an award next week.	[[0.273,0.58,0.134,0.007,0.006]]	[0.273,0.58,0.134,0.007,0.006]	negative
68	After Cardinal Timothy M. Dolan urged the church to reach out to gay men and lesbians, a Long Island man said he had been relieved of his parish duties because he wed his boyfriend.	[[0.205,0.592,0.164,0.021,0.017]]	[0.205,0.592,0.164,0.021,0.017]	negative
69	President Obama vowed Tuesday night to push ahead with his gay rights agenda, assuring an audience of gay men and lesbians at the White House that he remains committed to repealing the Defense of Marriage Act, which allows states to refuse to recognize same same-sex marriages performed in other states.	[[0.309,0.546,0.124,0.01,0.011]]	[0.309,0.546,0.124,0.01,0.011]	negative
70	Sharon Weir may not be happy that her son is openly gay and identifies himself as transgender, but she will fight for his right to exist in peace.	[[0.08,0.499,0.364,0.046,0.011]]	[0.08,0.499,0.364,0.046,0.011]	negative
71	The San Francisco metro area has the highest percentage of people who identify as gay, lesbian, bisexual or transgender — but not the largest number.	[[0.12,0.688,0.17,0.016,0.006]]	[0.12,0.688,0.17,0.016,0.006]	negative
72	Officials from organizations representing lesbian, gay, bisexual and transgender Catholics requested a meeting with Pope Francis, saying that their members have felt a resurgence of hope for full acceptance in the church.	[[0.166,0.66,0.157,0.01,0.007]]	[0.166,0.66,0.157,0.01,0.007]	negative
73	Hundreds of people protested in London on Saturday against a Russian anti-gay propaganda law that has attracted international condemnation as the world athletics championships kick off in Moscow.	[[0.148,0.628,0.187,0.025,0.013]]	[0.148,0.628,0.187,0.025,0.013]	negative
74	Rainbow-colored crosswalks have been painted in a gay neighborhood of Philadelphia known as the Gayborhood.	[[0.081,0.459,0.296,0.13,0.034]]	[0.081,0.459,0.296,0.13,0.034]	negative
75	The nation's oldest gay bookstore will reopen next month in Philadelphia after closing three months ago due to financial problems.	[[0.161,0.617,0.166,0.038,0.018]]	[0.161,0.617,0.166,0.038,0.018]	negative
76	Gay rights advocates on Tuesday welcomed Australia's Senate voting down a government plan to hold a nonbinding public vote on recognizing gay marriage and called on Parliament to legislate for marriage equality soon.	[[0.162,0.644,0.172,0.014,0.009]]	[0.162,0.644,0.172,0.014,0.009]	negative
77	For months, Ireland has debated whether to legalize gay marriage.	[[0.028,0.203,0.316,0.419,0.033]]	[0.028,0.203,0.316,0.419,0.033]	positive
78	Christine C. Quinn met supporters at the Stonewall Inn, the West Village pub known as the birthplace of the modern gay rights movement.	[[0.168,0.654,0.136,0.026,0.016]]	[0.168,0.654,0.136,0.026,0.016]	negative
79	The city's first openly gay councilman is offering his support to youth who are struggling with being lesbian, gay, bisexual or transgender.	[[0.078,0.435,0.307,0.149,0.031]]	[0.078,0.435,0.307,0.149,0.031]	negative
80	The gay community in San Francisco is at a complex crossroads.	[[0.01,0.043,0.352,0.541,0.054]]	[0.01,0.043,0.352,0.541,0.054]	positive
81	Venomous political attacks have become the norm in Venezuela, and now a governing party legislator has unleashed a tirade in the country's legislature using gay slurs in trying to discredit the opposition.	[[0.43,0.488,0.068,0.004,0.01]]	[0.43,0.488,0.068,0.004,0.01]	negative
82	Thousands of people celebrated a new chapter in the city’s history on Sunday as the storied South Boston St. Patrick’s Day Parade opened its ranks for the first time to gays and lesbians.	[[0.146,0.431,0.169,0.169,0.085]]	[0.146,0.431,0.169,0.169,0.085]	negative
83	Faith leaders have overwhelmingly expressed grief over the loss of life in Orlando but it has been less common for religious conservatives to note that the gunman specifically targeted lesbian, gay, bisexual and transgender people.	[[0.12,0.595,0.244,0.03,0.011]]	[0.12,0.595,0.244,0.03,0.011]	negative
84	About 50 members of a hardline Muslim group barged into an apartment in the Indonesian capital to break up what they said was a gay sex party, angering rights groups, and police said on Monday no one in the flat had done anything wrong.	[[0.641,0.278,0.068,0.003,0.01]]	[0.641,0.278,0.068,0.003,0.01]	very negative
85	Gay, lesbian, bisexual and transgender people are the targets of unchecked violence and discrimination in Jamaica, frequently refused housing or employment in the Caribbean country typically described as the region's most hostile to LGBT citizens, a leading human rights group says in a report released Tuesday.	[[0.599,0.298,0.09,0.003,0.009]]	[0.599,0.298,0.09,0.003,0.009]	very negative
86	The New York Cycle Club, the Five Borough Bicycle Club and Fast and Fab, a lesbian, gay, bisexual and transgender bike club, are some of those that lead outings and other events year round.	[[0.305,0.554,0.119,0.012,0.01]]	[0.305,0.554,0.119,0.012,0.01]	negative
87	A robust performer even on a bad day, Faye could be heard through the floorboards, violently slapping the piano keys and inquiring, "Gay, gay, gay, is there another way?"	[[0.196,0.61,0.159,0.024,0.011]]	[0.196,0.61,0.159,0.024,0.011]	negative
88	The new cases among gay and bisexual men in New York have been confirmed, health officials said, in an apparent revival of an outbreak that killed seven men in the city from 2010 to 2013.	[[0.15,0.67,0.155,0.017,0.009]]	[0.15,0.67,0.155,0.017,0.009]	negative
89	The announcement by the basketball star Brittney Griner that she is a lesbian has altered an awkward relationship between Baylor University and its gay students.	[[0.178,0.583,0.144,0.059,0.035]]	[0.178,0.583,0.144,0.059,0.035]	negative
90	The White House has hired its first openly transgender employee, according to a U.S. official, winning praise from activists for President Barack Obama's support for lesbian, gay and transgender people.	[[0.255,0.642,0.064,0.023,0.016]]	[0.255,0.642,0.064,0.023,0.016]	negative
91	A federal appeals court has ruled that students at a Florida middle school have the right to form a gay-straight alliance club.	[[0.029,0.07,0.1,0.586,0.215]]	[0.029,0.07,0.1,0.586,0.215]	positive
92	As of Sunday, gay marriage is legal in New York.	[[0.054,0.635,0.268,0.037,0.005]]	[0.054,0.635,0.268,0.037,0.005]	negative
93	Here are a few things the Catholic Church could do to send a clear message against distaste and mistrust of the gay community.	[[0.053,0.463,0.426,0.05,0.008]]	[0.053,0.463,0.426,0.05,0.008]	negative
94	Hundreds lined up to give blood Sunday in Orlando to help the victims of the massacre at a gay nightclub, but major restrictions remain for gay men wanting to give blood themselves.	[[0.175,0.623,0.172,0.018,0.012]]	[0.175,0.623,0.172,0.018,0.012]	negative
95	The U.S. Navy will name one of its new class of oil tankers after Harvey Milk, an activist who became one of the first openly gay people to be elected to public office in the United States before his assassination in 1978, officials said on Friday.	[[0.109,0.574,0.198,0.09,0.028]]	[0.109,0.574,0.198,0.09,0.028]	negative
96	Slovenians rejected a law that had made their country the first former communist nation of Europe to embrace legal equality for gay men and lesbians.	[[0.187,0.592,0.166,0.034,0.021]]	[0.187,0.592,0.166,0.034,0.021]	negative
97	A prominent German lawmaker was temporarily detained at a gay street parade in Istanbul.	[[0.13,0.575,0.22,0.051,0.023]]	[0.13,0.575,0.22,0.051,0.023]	negative
98	In a story June 15 about the massacre at a gay nightclub in Orlando, The Associated Press reported erroneously the location from which survivor Patience Carter spoke about the shooting.	[[0.123,0.674,0.178,0.018,0.007]]	[0.123,0.674,0.178,0.018,0.007]	negative
99	Indonesia's Constitutional Court is considering whether to make gay sex a crime after accepting a judicial review petition from Islamic activists.	[[0.088,0.576,0.284,0.039,0.013]]	[0.088,0.576,0.284,0.039,0.013]	negative
100	Rebecca Kaplan, an openly gay City Council member, is running for Oakland mayor and has impressed members of black churches with her religious erudition.	[[0.307,0.535,0.084,0.034,0.04]]	[0.307,0.535,0.084,0.034,0.04]	negative
101	Prosecutors said Friday they are investigating a Spanish archbishop for possible criminal hate speech because of remarks he made recently about the gay community.	[[0.116,0.526,0.285,0.054,0.02]]	[0.116,0.526,0.285,0.054,0.02]	negative
102	The shooting in Florida has exposed some of the challenges faced by the gay community in parts of Puerto Rico.	[[0.058,0.488,0.37,0.073,0.012]]	[0.058,0.488,0.37,0.073,0.012]	negative
103	Thousands of visitors roll into New Orleans this week for Southern Decadence: five days of celebration of gay culture in a city now being promoted by tourism officials as a honeymoon site for same-sex newlyweds &#8212; despite the state's constitutional ban on gay marriage.	[[0.178,0.608,0.171,0.028,0.016]]	[0.178,0.608,0.171,0.028,0.016]	negative
104	Kentucky businesses could refuse services to gay, lesbian or transgender clients in the name of protecting religious beliefs under a bill advancing in the state Senate.	[[0.232,0.568,0.164,0.021,0.015]]	[0.232,0.568,0.164,0.021,0.015]	negative
105	Gay and lesbian couples are getting legally married in the South for the first time, crossing a threshold in a conservative region long opposed to the marriages.	[[0.13,0.661,0.183,0.018,0.009]]	[0.13,0.661,0.183,0.018,0.009]	negative
106	Nearly half of the people slain in an Orlando nightclub were Puerto Ricans, the island's justice secretary said Tuesday, compounding the shock for the territory's gay community and society as a whole.	[[0.174,0.584,0.202,0.028,0.012]]	[0.174,0.584,0.202,0.028,0.012]	negative
107	The new rules are aimed at making it easier for gays and lesbians to make medical decisions for their partners.	[[0.035,0.292,0.502,0.156,0.015]]	[0.035,0.292,0.502,0.156,0.015]	neutral
108	The owners of a video company have filed a legal challenge to Minnesota's gay marriage law because they want to shoot weddings for heterosexual couples only.	[[0.138,0.642,0.178,0.03,0.012]]	[0.138,0.642,0.178,0.03,0.012]	negative
109	Liz Cheney’s stated opposition to gay marriage smacks of calculation and callousness.	[[0.189,0.68,0.097,0.02,0.014]]	[0.189,0.68,0.097,0.02,0.014]	negative
110	Brian Boitano never intended to publicly reveal he is gay until he was chosen for the U.S. Olympic delegation by President Barack Obama last month.	[[0.055,0.497,0.416,0.027,0.006]]	[0.055,0.497,0.416,0.027,0.006]	negative
111	The reporting that a public figure is gay barely registers as newsworthy now, but that was not always the case.	[[0.241,0.583,0.151,0.015,0.009]]	[0.241,0.583,0.151,0.015,0.009]	negative
112	While gay couples still can't get married in the marriage capital of the world, Las Vegas wants to let them know they &#8212; and their money &#8212; are more than welcome to the buffet of other activities Sin City has to offer.	[[0.105,0.351,0.301,0.196,0.047]]	[0.105,0.351,0.301,0.196,0.047]	negative
113	Florida's first same-sex weddings took place in Miami on Monday, shortly before gay and lesbian couples were to begin tying the knot elsewhere in the 36th U.S. state to legalize gay marriage.	[[0.243,0.593,0.141,0.013,0.01]]	[0.243,0.593,0.141,0.013,0.01]	negative
114	An exploration of why, for the first time, more men than women are perceiving gay couples as morally acceptable.	[[0.138,0.656,0.167,0.03,0.008]]	[0.138,0.656,0.167,0.03,0.008]	negative
115	Advice on how to confront ageism in the gay community despite earlier losses and how to avoid being alone.	[[0.145,0.578,0.24,0.026,0.012]]	[0.145,0.578,0.24,0.026,0.012]	negative
116	President Barack Obama took on a heckler head-on at a gay pride month reception at the White House Wednesday, scolding the protester for being disrespectful in "my house."	[[0.297,0.561,0.121,0.01,0.012]]	[0.297,0.561,0.121,0.01,0.012]	negative
117	Moments after being elected speaker of the House, Mark Ferrandino vowed to reintroduce a bill to allow civil unions for gay couples that Republicans had blocked in the spring.	[[0.112,0.659,0.194,0.024,0.011]]	[0.112,0.659,0.194,0.024,0.011]	negative
118	Olympic competition first, gay rights maybe later.	[[0.045,0.358,0.522,0.065,0.01]]	[0.045,0.358,0.522,0.065,0.01]	neutral
119	The Supreme Court on Wednesday declined to block a court ruling that allowed gay marriage to go ahead in Oregon.	[[0.16,0.612,0.18,0.031,0.016]]	[0.16,0.612,0.18,0.031,0.016]	negative
120	Roddy Biggs was 13 and depressed, and had been seeing a therapist for six months before he revealed something he had denied even to himself: He was gay.	[[0.151,0.652,0.182,0.01,0.005]]	[0.151,0.652,0.182,0.01,0.005]	negative
121	In 1980s New York, a writer (Mark Ruffalo) and his friends join forces to expose the truth about the emerging AIDs crisis to both the government and the gay community.	[[0.159,0.623,0.193,0.016,0.009]]	[0.159,0.623,0.193,0.016,0.009]	negative
122	The Arkansas Supreme Court on Friday halted the issuing of marriage licenses to same-sex couples in the first and only state in the U.S. South to allow gay marriage.	[[0.131,0.663,0.179,0.018,0.009]]	[0.131,0.663,0.179,0.018,0.009]	negative
123	Hornets co-owner Felix Sabates has blasted the NBA&#8217;s decision to move the 2017 All Star Game out of Charlotte, North Carolina due to its objections to a state law decried as discriminatory against the lesbian, gay, bisexual and transgender community.	[[0.331,0.555,0.095,0.007,0.012]]	[0.331,0.555,0.095,0.007,0.012]	negative
124	Same-sex marriage rights were not, as is commonly believed, a natural consequence of the gay liberation movement that emerged in the late ’60s.	[[0.243,0.593,0.129,0.019,0.016]]	[0.243,0.593,0.129,0.019,0.016]	negative
125	President Obama and Mitt Romney won roughly an equal number of votes among straight voters, but the president carried the gay vote three to one.	[[0.128,0.525,0.234,0.079,0.034]]	[0.128,0.525,0.234,0.079,0.034]	negative
126	A former U.S. poet laureate, winners of the National Book Award and Pulitzer Prize, and best-selling authors including John Grisham are among 95 Mississippi authors urging state officials to repeal a law that will let workers cite religious beliefs to deny services to lesbian, gay, bisexual or transgender people.	[[0.43,0.44,0.088,0.016,0.027]]	[0.43,0.44,0.088,0.016,0.027]	negative
127	The senator, speaking to the Florida Renewal Project, near the site of the Orlando nightclub massacre, urged the group to resist passing judgment on gays.	[[0.089,0.628,0.244,0.03,0.009]]	[0.089,0.628,0.244,0.03,0.009]	negative
128	Kentucky's state Senate approved a bill Thursday that creates different marriage license forms for gay and straight couples, with one Republican senator saying any form that does not include the words "bride" and "groom" is disrespectful to traditional families.	[[0.118,0.603,0.247,0.022,0.01]]	[0.118,0.603,0.247,0.022,0.01]	negative
129	Criminal gangs in Russia, operating through gay dating sites, have found a lucrative new blackmail target: homosexual men.	[[0.08,0.717,0.192,0.008,0.003]]	[0.08,0.717,0.192,0.008,0.003]	negative
130	A court case in Seattle challenging the outcome of the 2008 Gay Softball World Series is forcing the world of organized gay sports to examine barriers to participation.	[[0.257,0.565,0.161,0.009,0.009]]	[0.257,0.565,0.161,0.009,0.009]	negative
